,CustomerID,Recency(Days),Frequency,Monetory,Recency(Days)Score,FrequencyScore,MonetoryScore,RFM,Loyality_Level
589,597,5,140,318879,1,1,1,3,Platinum
590,598,78,15,32308,3,4,4,11,Bronze
591,599,98,2,8280,3,4,4,11,Bronze
592,600,25,44,135149,2,2,2,6,Gold
593,601,268,3,9126,4,4,4,12,Bronze
594,602,275,7,12965,4,4,4,12,Bronze
595,603,86,98,229623,3,2,1,6,Gold
596,605,58,127,321521,3,1,1,5,Platinum
597,606,11,704,481153,1,1,1,3,Platinum
598,607,24,63,124103,2,2,2,6,Gold
599,608,19,170,627281,1,1,1,3,Platinum
600,609,109,46,52298,3,2,3,8,Gold
601,610,85,135,314859,3,1,1,5,Platinum
602,611,20,23,41122,2,3,3,8,Gold
603,612,333,3,12651,4,4,4,12,Bronze
604,613,46,6,69154,2,4,3,9,Silver
605,614,27,17,32337,2,4,4,10,Silver
606,615,12,4,74760,1,4,3,8,Gold
607,616,30,319,467213,2,1,1,4,Platinum
608,617,15,86,235562,1,2,1,4,Platinum
609,618,296,74,147084,4,2,2,8,Gold
610,619,7,15,69282,1,4,3,8,Gold
611,621,37,85,122707,2,2,2,6,Gold
612,622,50,87,252700,2,2,1,5,Platinum
613,623,95,79,155801,3,2,2,7,Gold
614,624,9,121,200102,1,1,2,4,Platinum
615,625,24,4,11140,2,4,4,10,Silver
616,626,314,8,12868,4,4,4,12,Bronze
617,627,123,79,254608,3,2,1,6,Gold
618,628,47,42,170950,2,2,2,6,Gold
619,629,284,41,52235,4,3,3,10,Silver
620,630,19,64,123152,1,2,2,5,Platinum
621,631,38,131,166024,2,1,2,5,Platinum
622,632,66,13,84480,3,4,3,10,Silver
623,633,27,32,19853,2,3,4,9,Silver
624,634,22,46,57669,2,2,3,7,Gold
625,635,5,43,47669,1,2,3,6,Gold
626,636,17,313,357322,1,1,1,3,Platinum
627,637,47,72,74846,2,2,3,7,Gold
628,638,65,17,32082,3,4,4,11,Bronze
629,639,27,265,765330,2,1,1,4,Platinum
630,640,46,11,24002,2,4,4,10,Silver
631,641,10,94,499138,1,2,1,4,Platinum
632,642,15,180,245032,1,1,1,3,Platinum
633,643,271,1,7248,4,4,4,12,Bronze
634,644,40,79,201292,2,2,2,6,Gold
635,645,338,37,26919,4,3,4,11,Bronze
636,646,14,2,12186,1,4,4,9,Silver
637,647,19,29,61660,1,3,3,7,Gold
638,648,96,63,126061,3,2,2,7,Gold
639,649,62,29,14015,3,3,4,10,Silver
640,650,142,3,8028,3,4,4,11,Bronze
641,651,13,110,239038,1,1,1,3,Platinum
642,652,11,226,471808,1,1,1,3,Platinum
643,653,6,118,1321448,1,1,1,3,Platinum
644,654,24,46,113940,2,2,2,6,Gold
645,655,11,57,128322,1,2,2,5,Platinum
646,656,16,8,34464,1,4,4,9,Silver
647,657,60,147,159020,3,1,2,6,Gold
648,658,31,321,789054,2,1,1,4,Platinum
649,659,94,22,47372,3,3,3,9,Silver
650,660,11,56,164951,1,2,2,5,Platinum
651,661,20,142,94774,2,1,2,5,Platinum
652,662,57,90,228883,3,2,1,6,Gold
653,663,272,5,46468,4,4,3,11,Bronze
654,664,132,4,66686,3,4,3,10,Silver
655,665,129,5,10088,3,4,4,11,Bronze
656,666,80,21,89601,3,3,2,8,Gold
657,667,241,65,95565,4,2,2,8,Gold
658,668,201,5,21256,4,4,4,12,Bronze
659,669,61,107,286559,3,1,1,5,Platinum
660,670,4,32,805712,1,3,1,5,Platinum
661,671,274,16,13306,4,4,4,12,Bronze
662,672,202,9,31091,4,4,4,12,Bronze
663,673,84,2,43800,3,4,3,10,Silver
664,674,226,10,19720,4,4,4,12,Bronze
665,675,5,611,363417,1,1,1,3,Platinum
666,676,13,206,167592,1,1,2,4,Platinum
667,677,76,43,107940,3,2,2,7,Gold
668,678,213,58,126192,4,2,2,8,Gold
669,679,26,36,95040,2,3,2,7,Gold
670,680,22,31,79210,2,3,3,8,Gold
671,681,262,22,49778,4,3,3,10,Silver
672,682,97,66,81157,3,2,3,8,Gold
673,683,114,13,34020,3,4,4,11,Bronze
674,684,204,58,73521,4,2,3,9,Silver
675,685,93,27,13856,3,3,4,10,Silver
676,686,51,16,47933,2,4,3,9,Silver
677,687,19,141,282471,1,1,1,3,Platinum
678,688,23,25,68532,2,3,3,8,Gold
679,689,127,26,58820,3,3,3,9,Silver
680,690,94,23,102696,3,3,2,8,Gold
681,691,157,36,189436,4,3,2,9,Silver
682,692,10,13,50530,1,4,3,8,Gold
683,694,12,38,84236,1,3,3,7,Gold
684,695,62,87,35487,3,2,4,9,Silver
685,696,62,8,64478,3,4,3,10,Silver
686,697,269,9,106684,4,4,2,10,Silver
687,698,264,11,25323,4,4,4,12,Bronze
688,699,2,1673,990656,1,1,1,3,Platinum
689,700,54,91,290524,3,2,1,6,Gold
690,701,12,187,615524,1,1,1,3,Platinum
691,702,3,211,551862,1,1,1,3,Platinum
692,703,18,439,512966,1,1,1,3,Platinum
693,704,4,316,716994,1,1,1,3,Platinum
694,705,372,1,59200,4,4,3,11,Bronze
695,706,38,96,34150,2,2,4,8,Gold
696,707,34,15,30719,2,4,4,10,Silver
697,708,114,16,19557,3,4,4,11,Bronze
698,709,65,30,66685,3,3,3,9,Silver
699,710,20,8,33994,2,4,4,10,Silver
700,711,41,46,79793,2,2,3,7,Gold
701,712,80,9,16870,3,4,4,11,Bronze
702,713,123,85,108465,3,2,2,7,Gold
703,714,19,37,127700,1,3,2,6,Gold
704,715,60,7,13802,3,4,4,11,Bronze
705,716,331,13,25128,4,4,4,12,Bronze
706,717,24,187,375667,2,1,1,4,Platinum
707,718,156,42,47935,4,2,3,9,Silver
708,719,39,31,72750,2,3,3,8,Gold
709,720,190,54,112077,4,2,2,8,Gold
710,721,362,10,23126,4,4,4,12,Bronze
711,722,141,5,12246,3,4,4,11,Bronze
712,723,8,59,256847,1,2,1,4,Platinum
713,724,3,2,38352,1,4,4,9,Silver
714,725,270,5,15960,4,4,4,12,Bronze
715,726,170,20,48101,4,3,3,10,Silver
716,727,105,80,77434,3,2,3,8,Gold
717,728,162,1,6745,4,4,4,12,Bronze
718,729,352,21,41429,4,3,3,10,Silver
719,730,5,81,261766,1,2,1,4,Platinum
720,731,130,1,1800,3,4,4,11,Bronze
721,732,23,54,167779,2,2,2,6,Gold
722,733,8,107,224304,1,1,1,3,Platinum
723,734,29,72,138802,2,2,2,6,Gold
724,735,6,26,75785,1,3,3,7,Gold
725,736,23,78,199013,2,2,2,6,Gold
726,737,2,62,109778,1,2,2,5,Platinum
727,738,38,86,762070,2,2,1,5,Platinum
728,739,67,124,275939,3,1,1,5,Platinum
729,740,4,20,79626,1,3,3,7,Gold
730,741,6,476,1318676,1,1,1,3,Platinum
731,742,79,106,211099,3,1,1,5,Platinum
732,743,78,11,80554,3,4,3,10,Silver
733,744,18,25,24036,1,3,4,8,Gold
734,745,4,21,86097,1,3,3,7,Gold
735,746,39,75,937126,2,2,1,5,Platinum
736,747,83,12,79199,3,4,3,10,Silver
737,748,39,108,439215,2,1,1,4,Platinum
738,749,318,17,167132,4,4,2,10,Silver
739,750,32,17,102983,2,4,2,8,Gold
740,751,93,53,147831,3,2,2,7,Gold
741,752,15,21,44904,1,3,3,7,Gold
742,753,83,268,444059,3,1,1,5,Platinum
743,754,78,51,109009,3,2,2,7,Gold
744,755,158,19,58235,4,3,3,10,Silver
745,756,201,54,102117,4,2,2,8,Gold
746,757,46,134,1312740,2,1,1,4,Platinum
747,758,261,42,94336,4,2,2,8,Gold
748,759,178,19,44053,4,3,3,10,Silver
749,760,68,119,305114,3,1,1,5,Platinum
750,761,288,20,46268,4,3,3,10,Silver
751,762,72,8,43908,3,4,3,10,Silver
752,763,67,14,30222,3,4,4,11,Bronze
753,764,11,16,34641,1,4,4,9,Silver
754,765,17,40,112326,1,3,2,6,Gold
755,766,67,16,43739,3,4,3,10,Silver
756,767,61,24,56354,3,3,3,9,Silver
757,768,72,51,101099,3,2,2,7,Gold
758,769,123,32,81014,3,3,3,9,Silver
759,770,81,42,96965,3,2,2,7,Gold
760,771,258,90,75669,4,2,3,9,Silver
761,772,269,29,57472,4,3,3,10,Silver
762,773,64,23,51525,3,3,3,9,Silver
763,774,10,166,379051,1,1,1,3,Platinum
764,775,18,60,133168,1,2,2,5,Platinum
765,776,72,10,17035,3,4,4,11,Bronze
766,777,34,128,281957,2,1,1,4,Platinum
767,778,52,1,19584,2,4,4,10,Silver
768,779,258,29,76299,4,3,3,10,Silver
769,780,366,14,39044,4,4,4,12,Bronze
770,781,372,39,92803,4,3,2,9,Silver
771,782,90,23,46523,3,3,3,9,Silver
772,783,61,158,422254,3,1,1,5,Platinum
773,784,89,37,101833,3,3,2,8,Gold
774,785,100,53,123629,3,2,2,7,Gold
775,786,27,97,92116,2,2,2,6,Gold
776,787,32,172,466076,2,1,1,4,Platinum
777,788,281,15,29465,4,4,4,12,Bronze
778,789,31,152,532411,2,1,1,4,Platinum
779,790,330,35,68814,4,3,3,10,Silver
780,791,132,35,81321,3,3,3,9,Silver
781,792,12,51,105251,1,2,2,5,Platinum
782,793,75,13,67356,3,4,3,10,Silver
783,794,204,1,6044,4,4,4,12,Bronze
784,795,2,155,370546,1,1,1,3,Platinum
785,796,186,21,47450,4,3,3,10,Silver
786,797,31,43,165080,2,2,2,6,Gold
787,798,73,38,178256,3,3,2,8,Gold
788,799,193,26,63839,4,3,3,10,Silver
789,800,128,39,86108,3,3,3,9,Silver
790,801,18,3,10860,1,4,4,9,Silver
791,802,6,11,30336,1,4,4,9,Silver
792,803,78,27,66206,3,3,3,9,Silver
793,804,3,478,3646310,1,1,1,3,Platinum
794,805,26,28,122598,2,3,2,7,Gold
795,806,108,18,24307,3,3,4,10,Silver
796,807,134,24,229993,3,3,1,7,Gold
797,808,44,19,76604,2,3,3,8,Gold
798,809,5,28,71264,1,3,3,7,Gold
799,810,12,304,805199,1,1,1,3,Platinum
800,811,65,16,35250,3,4,4,11,Bronze
801,812,151,8,20468,4,4,4,12,Bronze
802,813,41,103,245058,2,1,1,4,Platinum
803,814,65,127,327522,3,1,1,5,Platinum
804,815,109,78,221325,3,2,1,6,Gold
805,816,1,157,471749,1,1,1,3,Platinum
806,817,21,29,97152,2,3,2,7,Gold
807,818,11,74,29371,1,2,4,7,Gold
808,819,11,67,175463,1,2,2,5,Platinum
809,820,19,49,103499,1,2,2,5,Platinum
810,821,68,46,160208,3,2,2,7,Gold
811,822,76,10,69336,3,4,3,10,Silver
812,823,6,101,497434,1,1,1,3,Platinum
813,824,3,12,23428,1,4,4,9,Silver
814,825,16,167,407797,1,1,1,3,Platinum
815,826,256,54,38559,4,2,4,10,Silver
816,827,92,13,38360,3,4,4,11,Bronze
817,828,24,59,143297,2,2,2,6,Gold
818,829,17,195,435968,1,1,1,3,Platinum
819,830,24,19,38759,2,3,4,9,Silver
820,831,29,71,289773,2,2,1,5,Platinum
821,832,27,443,415431,2,1,1,4,Platinum
822,833,269,2,59093,4,4,3,11,Bronze
823,834,166,17,42714,4,4,3,11,Bronze
824,835,25,46,123974,2,2,2,6,Gold
825,836,19,63,215050,1,2,1,4,Platinum
826,837,8,382,1242864,1,1,1,3,Platinum
827,838,30,17,33275,2,4,4,10,Silver
828,839,39,27,202618,2,3,2,7,Gold
829,840,254,9,17798,4,4,4,12,Bronze
830,841,59,41,85845,3,3,3,9,Silver
831,842,185,17,46026,4,4,3,11,Bronze
832,843,11,99,139254,1,2,2,5,Platinum
833,844,3,302,700143,1,1,1,3,Platinum
834,845,101,10,20740,3,4,4,11,Bronze
835,846,4,260,333016,1,1,1,3,Platinum
836,847,62,21,59258,3,3,3,9,Silver
837,848,237,64,30069,4,2,4,10,Silver
838,849,195,86,195048,4,2,2,8,Gold
839,850,179,58,143976,4,2,2,8,Gold
840,851,40,79,195017,2,2,2,6,Gold
841,852,204,15,34265,4,4,4,12,Bronze
842,853,46,109,243268,2,1,1,4,Platinum
843,854,233,11,25433,4,4,4,12,Bronze
844,855,66,10,22148,3,4,4,11,Bronze
845,856,242,8,34390,4,4,4,12,Bronze
846,857,234,23,58653,4,3,3,10,Silver
847,858,79,69,142258,3,2,2,7,Gold
848,859,59,34,76621,3,3,3,9,Silver
849,860,18,422,1127314,1,1,1,3,Platinum
850,861,106,14,65704,3,4,3,10,Silver
851,862,52,86,168444,2,2,2,6,Gold
852,863,137,50,146716,3,2,2,7,Gold
853,864,278,6,67141,4,4,3,11,Bronze
854,865,312,18,39471,4,3,3,10,Silver
855,866,10,48,246492,1,2,1,4,Platinum
856,867,11,35,83831,1,3,3,7,Gold
857,868,283,19,44256,4,3,3,10,Silver
858,869,19,42,183846,1,2,2,5,Platinum
859,870,24,65,146478,2,2,2,6,Gold
860,871,289,52,163803,4,2,2,8,Gold
861,872,18,18,42180,1,3,3,7,Gold
862,873,72,17,32445,3,4,4,11,Bronze
863,874,65,22,38053,3,3,4,10,Silver
864,875,73,211,487340,3,1,1,5,Platinum
865,876,318,26,62509,4,3,3,10,Silver
866,877,4,162,332019,1,1,1,3,Platinum
867,878,245,12,12483,4,4,4,12,Bronze
868,879,9,43,151305,1,2,2,5,Platinum
869,880,2,115,251893,1,1,1,3,Platinum
870,881,261,15,30664,4,4,4,12,Bronze
871,882,127,10,26526,3,4,4,11,Bronze
872,883,75,4,18004,3,4,4,11,Bronze
873,884,73,59,119435,3,2,2,7,Gold
874,885,23,44,193809,2,2,2,6,Gold
875,886,60,141,281865,3,1,1,5,Platinum
876,887,86,38,87576,3,3,2,8,Gold
877,888,81,8,13722,3,4,4,11,Bronze
878,889,59,87,368454,3,2,1,6,Gold
879,890,2,435,148043,1,1,2,4,Platinum
880,891,31,5,14824,2,4,4,10,Silver
881,892,34,172,474106,2,1,1,4,Platinum
882,893,41,27,84999,2,3,3,8,Gold
883,894,15,6,77516,1,4,3,8,Gold
884,895,34,223,319498,2,1,1,4,Platinum
885,896,81,15,34896,3,4,4,11,Bronze
886,897,207,22,56756,4,3,3,10,Silver
887,898,34,66,27056,2,2,4,8,Gold
888,899,183,76,37277,4,2,4,10,Silver
889,900,3,296,729626,1,1,1,3,Platinum
890,901,3,179,447227,1,1,1,3,Platinum
891,902,44,25,136670,2,3,2,7,Gold
892,903,86,37,77980,3,3,3,9,Silver
893,904,40,87,35986,2,2,4,8,Gold
894,905,13,98,80303,1,2,3,6,Gold
895,906,97,124,92920,3,1,2,6,Gold
896,907,28,51,112564,2,2,2,6,Gold
897,908,320,4,9795,4,4,4,12,Bronze
898,909,67,109,444235,3,1,1,5,Platinum
899,910,74,136,557387,3,1,1,5,Platinum
900,911,29,34,87105,2,3,2,7,Gold
901,912,6,175,80312,1,1,3,5,Platinum
902,913,8,33,20514,1,3,4,8,Gold
903,914,216,14,20097,4,4,4,12,Bronze
904,915,82,82,223467,3,2,1,6,Gold
905,916,85,49,88330,3,2,2,7,Gold
906,917,355,82,154749,4,2,2,8,Gold
907,918,20,38,31788,2,3,4,9,Silver
908,919,41,176,114732,2,1,2,5,Platinum
909,920,174,44,23149,4,2,4,10,Silver
910,921,18,84,44882,1,2,3,6,Gold
911,922,245,27,32256,4,3,4,11,Bronze
912,923,13,341,301260,1,1,1,3,Platinum
913,924,206,33,166045,4,3,2,9,Silver
914,925,52,26,37730,2,3,4,9,Silver
915,926,25,46,100339,2,2,2,6,Gold
916,927,12,126,818591,1,1,1,3,Platinum
917,928,26,83,207364,2,2,2,6,Gold
918,929,15,23,55581,1,3,3,7,Gold
919,930,311,10,12830,4,4,4,12,Bronze
920,931,156,53,118173,4,2,2,8,Gold
921,932,307,24,16574,4,3,4,11,Bronze
922,933,64,8,85048,3,4,3,10,Silver
923,934,16,174,373642,1,1,1,3,Platinum
924,935,15,21,42546,1,3,3,7,Gold
925,936,12,87,287765,1,2,1,4,Platinum
926,937,65,58,137007,3,2,2,7,Gold
927,938,43,16,28848,2,4,4,10,Silver
928,939,109,128,249424,3,1,1,5,Platinum
929,940,53,26,55811,3,3,3,9,Silver
930,941,6,166,89523,1,1,2,4,Platinum
931,942,48,40,21692,2,3,4,9,Silver
932,943,4,247,685595,1,1,1,3,Platinum
933,944,313,19,36152,4,3,4,11,Bronze
934,945,46,99,98032,2,2,2,6,Gold
935,946,65,23,54495,3,3,3,9,Silver
936,947,27,27,24371,2,3,4,9,Silver
937,948,30,43,39255,2,2,4,8,Gold
938,949,41,98,80295,2,2,3,7,Gold
939,950,13,226,138266,1,1,2,4,Platinum
940,951,90,74,158796,3,2,2,7,Gold
941,952,25,201,185589,2,1,2,5,Platinum
942,953,319,23,50906,4,3,3,10,Silver
943,954,41,44,69579,2,2,3,7,Gold
944,955,175,13,31318,4,4,4,12,Bronze
945,956,117,19,39003,3,3,4,10,Silver
946,957,31,81,86193,2,2,2,6,Gold
947,958,253,19,36916,4,3,4,11,Bronze
948,959,60,92,228164,3,2,1,6,Gold
949,960,29,59,982153,2,2,1,5,Platinum
950,961,6,71,277643,1,2,1,4,Platinum
951,962,102,10,242100,3,4,1,8,Gold
952,963,25,146,260435,2,1,1,4,Platinum
953,964,34,188,196569,2,1,2,5,Platinum
954,965,68,62,140524,3,2,2,7,Gold
955,966,37,63,125880,2,2,2,6,Gold
956,967,53,100,101468,3,2,2,7,Gold
957,968,17,8,18081,1,4,4,9,Silver
958,969,75,40,144944,3,3,2,8,Gold
959,970,216,66,44292,4,2,3,9,Silver
960,971,33,28,64182,2,3,3,8,Gold
961,972,18,146,362366,1,1,1,3,Platinum
962,973,121,5,35050,3,4,4,11,Bronze
963,974,11,79,217747,1,2,1,4,Platinum
964,975,257,23,41181,4,3,3,10,Silver
965,976,17,96,224510,1,2,1,4,Platinum
966,977,42,6,10773,2,4,4,10,Silver
967,978,46,63,137507,2,2,2,6,Gold
968,979,44,166,380221,2,1,1,4,Platinum
969,980,115,56,125963,3,2,2,7,Gold
970,981,165,49,64870,4,2,3,9,Silver
971,982,12,16,45773,1,4,3,8,Gold
972,983,10,108,317383,1,1,1,3,Platinum
973,984,206,104,208096,4,1,2,7,Gold
974,985,86,53,115390,3,2,2,7,Gold
975,986,180,13,23450,4,4,4,12,Bronze
976,987,61,12,10361,3,4,4,11,Bronze
977,988,150,87,38604,4,2,4,10,Silver
978,989,3,470,833904,1,1,1,3,Platinum
979,990,51,9,32918,2,4,4,10,Silver
980,991,76,25,49196,3,3,3,9,Silver
981,992,303,6,22267,4,4,4,12,Bronze
982,993,19,65,46210,1,2,3,6,Gold
983,994,152,25,64644,4,3,3,10,Silver
984,995,152,16,68568,4,4,3,11,Bronze
985,996,2,195,476752,1,1,1,3,Platinum
986,997,18,57,102345,1,2,2,5,Platinum
987,998,191,3,6302,4,4,4,12,Bronze
988,999,286,30,8985,4,3,4,11,Bronze
989,1000,4,37,263771,1,3,1,5,Platinum
990,1001,183,8,10575,4,4,4,12,Bronze
991,1002,64,6,111008,3,4,2,9,Silver
992,1003,61,9,19737,3,4,4,11,Bronze
993,1004,25,53,210525,2,2,2,6,Gold
994,1006,5,566,9375795,1,1,1,3,Platinum
995,1007,32,90,329089,2,2,1,5,Platinum
996,1008,39,12,23415,2,4,4,10,Silver
997,1009,156,14,32972,4,4,4,12,Bronze
998,1010,27,197,343530,2,1,1,4,Platinum
999,1011,326,1,10050,4,4,4,12,Bronze
1000,1012,7,134,302460,1,1,1,3,Platinum
1001,1013,8,28,91646,1,3,2,6,Gold
1002,1014,303,20,44267,4,3,3,10,Silver
1003,1015,268,48,98208,4,2,2,8,Gold
1004,1016,272,50,46103,4,2,3,9,Silver
1005,1017,4,336,802348,1,1,1,3,Platinum
1006,1018,35,8,25044,2,4,4,10,Silver
1007,1019,220,13,31803,4,4,4,12,Bronze
1008,1020,247,10,42674,4,4,3,11,Bronze
1009,1021,282,105,138027,4,1,2,7,Gold
1010,1022,270,21,18037,4,3,4,11,Bronze
1011,1023,33,102,234514,2,1,1,4,Platinum
1012,1024,250,12,42935,4,4,3,11,Bronze
1013,1025,17,60,133651,1,2,2,5,Platinum
1014,1026,118,43,101464,3,2,2,7,Gold
1015,1027,37,28,67663,2,3,3,8,Gold
1016,1028,132,85,306710,3,2,1,6,Gold
1017,1029,218,6,22258,4,4,4,12,Bronze
1018,1030,52,104,236123,2,1,1,4,Platinum
1019,1031,39,42,169880,2,2,2,6,Gold
1020,1032,30,20,42231,2,3,3,8,Gold
1021,1033,38,63,124411,2,2,2,6,Gold
1022,1034,136,43,94918,3,2,2,7,Gold
1023,1035,220,38,73505,4,3,3,10,Silver
1024,1036,29,33,71265,2,3,3,8,Gold
1025,1037,25,196,349776,2,1,1,4,Platinum
1026,1038,6,191,99325,1,1,2,4,Platinum
1027,1039,201,30,38331,4,3,4,11,Bronze
1028,1040,23,3,23076,2,4,4,10,Silver
1029,1041,241,23,56822,4,3,3,10,Silver
1030,1042,72,34,76625,3,3,3,9,Silver
1031,1043,17,321,365661,1,1,1,3,Platinum
1032,1044,4,41,253560,1,3,1,5,Platinum
1033,1045,96,72,178646,3,2,2,7,Gold
1034,1046,163,25,54676,4,3,3,10,Silver
1035,1047,381,1,8128,4,4,4,12,Bronze
1036,1048,97,28,113535,3,3,2,8,Gold
1037,1049,55,24,192831,3,3,2,8,Gold
1038,1050,289,9,38231,4,4,4,12,Bronze
1039,1051,126,76,171521,3,2,2,7,Gold
1040,1052,288,35,97703,4,3,2,9,Silver
1041,1053,152,12,35080,4,4,4,12,Bronze
1042,1054,4,342,273036,1,1,1,3,Platinum
1043,1055,3,142,679382,1,1,1,3,Platinum
1044,1056,12,117,408638,1,1,1,3,Platinum
1045,1057,35,25,78531,2,3,3,8,Gold
1046,1058,55,57,37927,3,2,4,9,Silver
1047,1059,51,70,141470,2,2,2,6,Gold
1048,1060,219,7,48304,4,4,3,11,Bronze
1049,1061,64,15,190896,3,4,2,9,Silver
1050,1062,71,207,202046,3,1,2,6,Gold
1051,1063,3,368,2048534,1,1,1,3,Platinum
1052,1064,3,135,340034,1,1,1,3,Platinum
1053,1065,65,119,341345,3,1,1,5,Platinum
1054,1066,34,177,139413,2,1,2,5,Platinum
1055,1067,82,22,45131,3,3,3,9,Silver
1056,1068,1,193,2684902,1,1,1,3,Platinum
1057,1069,106,9,21402,3,4,4,11,Bronze
1058,1070,8,57,48415,1,2,3,6,Gold
1059,1071,251,17,14500,4,4,4,12,Bronze
1060,1072,13,115,107942,1,1,2,4,Platinum
1061,1073,10,31,371170,1,3,1,5,Platinum
1062,1074,368,7,28776,4,4,4,12,Bronze
1063,1075,76,31,49819,3,3,3,9,Silver
1064,1076,5,44,76546,1,2,3,6,Gold
1065,1077,130,11,199700,3,4,2,9,Silver
1066,1078,68,13,24037,3,4,4,11,Bronze
1067,1079,4,349,4901197,1,1,1,3,Platinum
1068,1080,117,39,89832,3,3,2,8,Gold
1069,1081,310,33,72624,4,3,3,10,Silver
1070,1082,67,23,42847,3,3,3,9,Silver
1071,1083,139,60,591556,3,2,1,6,Gold
1072,1084,257,17,35476,4,4,4,12,Bronze
1073,1085,31,137,340085,2,1,1,4,Platinum
1074,1086,55,13,177752,3,4,2,9,Silver
1075,1087,64,10,28848,3,4,4,11,Bronze
1076,1088,368,7,12904,4,4,4,12,Bronze
1077,1089,7,76,213724,1,2,1,4,Platinum
1078,1090,306,12,16826,4,4,4,12,Bronze
1079,1091,29,32,100525,2,3,2,7,Gold
1080,1092,185,10,55611,4,4,3,11,Bronze
1081,1093,44,33,62822,2,3,3,8,Gold
1082,1094,40,65,141461,2,2,2,6,Gold
1083,1095,93,57,203653,3,2,2,7,Gold
1084,1096,24,173,497550,2,1,1,4,Platinum
1085,1097,25,26,64077,2,3,3,8,Gold
1086,1098,31,22,43194,2,3,3,8,Gold
1087,1099,305,36,157544,4,3,2,9,Silver
1088,1100,145,59,46249,4,2,3,9,Silver
1089,1101,7,96,92490,1,2,2,5,Platinum
1090,1102,19,40,120521,1,3,2,6,Gold
1091,1103,33,46,215952,2,2,1,5,Platinum
1092,1104,177,10,24830,4,4,4,12,Bronze
1093,1105,58,93,49218,3,2,3,8,Gold
1094,1106,23,15,32738,2,4,4,10,Silver
1095,1108,20,74,258923,2,2,1,5,Platinum
1096,1109,24,3,6372,2,4,4,10,Silver
1097,1110,160,29,45817,4,3,3,10,Silver
1098,1111,26,55,106296,2,2,2,6,Gold
1099,1112,212,19,37675,4,3,4,11,Bronze
1100,1113,6,174,81863,1,1,3,5,Platinum
1101,1114,254,1,8600,4,4,4,12,Bronze
1102,1115,59,206,430493,3,1,1,5,Platinum
1103,1116,12,20,47496,1,3,3,7,Gold
1104,1117,65,9,38876,3,4,4,11,Bronze
1105,1118,25,55,103752,2,2,2,6,Gold
1106,1119,102,5,232600,3,4,1,8,Gold
1107,1120,52,101,207597,2,1,2,5,Platinum
1108,1121,130,93,201709,3,2,2,7,Gold
1109,1122,99,80,238153,3,2,1,6,Gold
1110,1123,58,23,125850,3,3,2,8,Gold
1111,1124,10,110,932666,1,1,1,3,Platinum
1112,1125,169,14,66430,4,4,3,11,Bronze
1113,1126,58,11,24095,3,4,4,11,Bronze
1114,1127,327,28,26320,4,3,4,11,Bronze
1115,1128,2,76,154694,1,2,2,5,Platinum
1116,1129,20,139,303858,2,1,1,4,Platinum
1117,1130,248,20,39344,4,3,3,10,Silver
1118,1131,59,30,60914,3,3,3,9,Silver
1119,1132,75,7,18261,3,4,4,11,Bronze
1120,1133,32,61,130667,2,2,2,6,Gold
1121,1134,39,32,72383,2,3,3,8,Gold
1122,1135,124,307,396921,3,1,1,5,Platinum
1123,1136,6,115,348970,1,1,1,3,Platinum
1124,1137,23,336,788778,2,1,1,4,Platinum
1125,1138,121,23,45069,3,3,3,9,Silver
1126,1139,359,18,63012,4,3,3,10,Silver
1127,1140,55,104,241264,3,1,1,5,Platinum
1128,1141,66,7,13848,3,4,4,11,Bronze
1129,1142,89,3,18624,3,4,4,11,Bronze
1130,1143,55,36,147650,3,3,2,8,Gold
1131,1144,22,165,406700,2,1,1,4,Platinum
1132,1145,8,178,2199752,1,1,1,3,Platinum
1133,1146,3,65,164781,1,2,2,5,Platinum
1134,1147,11,142,335563,1,1,1,3,Platinum
1135,1148,8,59,94242,1,2,2,5,Platinum
1136,1149,193,28,61916,4,3,3,10,Silver
1137,1150,72,16,30381,3,4,4,11,Bronze
1138,1151,205,19,43402,4,3,3,10,Silver
1139,1152,120,40,78040,3,3,3,9,Silver
1140,1153,94,15,47906,3,4,3,10,Silver
1141,1154,2,110,230839,1,1,1,3,Platinum
1142,1155,31,27,114051,2,3,2,7,Gold
1143,1156,298,21,91094,4,3,2,9,Silver
1144,1157,25,27,70640,2,3,3,8,Gold
1145,1158,29,118,327607,2,1,1,4,Platinum
1146,1159,52,17,40374,2,4,3,9,Silver
1147,1160,326,12,20510,4,4,4,12,Bronze
1148,1161,17,19,48270,1,3,3,7,Gold
1149,1162,193,43,95215,4,2,2,8,Gold
1150,1163,73,149,367834,3,1,1,5,Platinum
1151,1164,39,26,48894,2,3,3,8,Gold
1152,1165,80,122,309891,3,1,1,5,Platinum
1153,1166,61,148,391367,3,1,1,5,Platinum
1154,1167,13,33,79378,1,3,3,7,Gold
1155,1168,51,18,38358,2,3,4,9,Silver
1156,1169,50,30,165454,2,3,2,7,Gold
1157,1170,60,26,65936,3,3,3,9,Silver
1158,1171,352,7,21663,4,4,4,12,Bronze
1159,1172,54,20,45394,3,3,3,9,Silver
1160,1173,2,117,252346,1,1,1,3,Platinum
1161,1174,93,41,85393,3,3,3,9,Silver
1162,1175,24,11,28914,2,4,4,10,Silver
1163,1176,75,21,46706,3,3,3,9,Silver
1164,1177,12,27,53560,1,3,3,7,Gold
1165,1178,171,9,90573,4,4,2,10,Silver
1166,1179,58,17,48184,3,4,3,10,Silver
